"","Sender_account","Receiver_account","Sender_bank_location","Receiver_bank_location","Is_laundering"
"6125294",4808614002,9139194364,"UK","UAE",1
"6125317",8102603213,731675597,"UK","UK",1
"6126230",4705884505,5433582130,"UK","UK",1
"6130896",5973078538,5433582130,"UK","UK",1
"6131443",1813079910,9589925811,"UK","Morocco",1
"6131744",9423040888,6518835539,"UK","UK",1
"6132167",7963284736,6766509105,"Turkey","UK",1
"6133355",2744667270,5537400276,"UK","UK",1
"6134116",3942545198,511579720,"UK","UK",1
"6138062",7106486762,3321355142,"UK","UK",1
"6141550",7988893532,7802626721,"Pakistan","UK",1
"6141699",1271386325,4807080937,"UK","Netherlands",1
"6142024",9423040888,1709243040,"UK","UK",1
"6143213",9477197803,5537400276,"UK","UK",1
"6143367",6262957818,6518835539,"UK","UK",1
"6143750",4022871936,404152232,"UK","UK",1
"6145618",2040576414,2544947055,"UK","Netherlands",1
"6147046",7477927249,6119024192,"UK","UK",1
"6148131",8185097615,4306436131,"UK","UK",1
"6149688",5672703124,4465842795,"UK","UK",1
"6150551",5349918438,7477927249,"UK","UK",1
"6151580",6905266321,7557651734,"UK","UK",1
"6152531",2489394223,4512022660,"UK","UAE",1
"6152696",937529248,6619905829,"UK","Pakistan",1
"6156095",8721953987,8732007401,"UK","UK",1
"6161734",6838902515,23039938,"UK","UK",1
"6164923",9822062677,5537400276,"UK","UK",1
"6167753",4321183209,5537400276,"UK","UK",1
"6170022",3990750333,5988790750,"UK","UK",1
"6171474",8656945210,5105683193,"UK","UK",1
"6174909",3990750333,5988790750,"UK","UK",1
"6175100",8185097615,4306436131,"UK","UK",1
"6177151",4465842795,5222641592,"UK","UK",1
"6178736",2744667270,6619905829,"UK","Pakistan",1
"6179334",2955304522,511579720,"UK","UK",1
"6180386",4808614002,9085979457,"UK","Japan",1
"6181031",4022871936,5691604388,"UK","UK",1
"6182717",1747578456,6766509105,"UK","UK",1
"6184218",2702774533,4374215596,"UK","UK",1
"6185332",3625176419,6766509105,"Germany","UK",1
"6186007",7587963408,962924938,"UK","UK",1
"6188723",3636013857,1652013105,"UK","UK",1
"6193642",9907902810,4129129092,"UK","UK",1
"6193942",4435470567,7557651734,"UK","UK",1
"6194291",6245465489,7830150106,"UK","UK",1
"6194681",7646394034,2825530333,"UK","UK",1
"6195154",7988893532,3777956244,"Pakistan","UK",1
"6197321",6424834252,4915289851,"UK","UK",1
"6198485",4206315434,1652013105,"UAE","UK",1
"6198941",6262957818,7848941743,"UK","UK",1
"6201863",5351279118,2408387366,"UK","UK",1
"6201880",8185097615,4306436131,"UK","UK",1
"6203105",1271386325,8445674500,"UK","Spain",1
"6203491",717880712,8058727145,"UK","UK",1
"6205331",6901503920,9257052636,"UK","UK",1
"6205361",2668034469,511579720,"Turkey","UK",1
"6207207",2091046669,3765744005,"UK","UK",1
"6209276",5222641592,7227863325,"UK","UK",1
"6209542",7646394034,2392781098,"UK","UK",1
"6209932",4268699221,3136199735,"UK","UK",1
"6212290",23039938,1062570213,"UK","Netherlands",1
"6213989",7353952706,144228677,"UK","UK",1
"6214644",2489394223,8746274967,"UK","Mexico",1
"6214751",1614632149,4915289851,"Spain","UK",1
"6215006",9371358189,6619905829,"UK","Pakistan",1
"6216146",4989405849,144228677,"UK","UK",1
"6216463",5850126964,144228677,"UK","UK",1
"6216506",3990750333,5988790750,"UK","UK",1
"6217515",2549931689,8732007401,"UK","UK",1
"6218183",2040576414,5236593589,"UK","UK",1
"6222219",1579652367,7859972869,"UK","UK",1
"6222868",7227863325,9184901026,"UK","UK",1
"6222929",3990750333,5988790750,"UK","UK",1
"6224649",1271386325,5936317767,"UK","Germany",1
"6225046",8721953987,7344294482,"UK","UK",1
"6228145",3228404523,6158272176,"UK","UK",1
"6229184",2091046669,3765744005,"UK","UK",1
"6229762",6538540101,2829939712,"UK","Nigeria",1
"6230564",1437921699,4374215596,"Turkey","UK",1
"6231275",7108170789,5105683193,"UK","UK",1
"6231606",8872498311,578955379,"UK","UK",1
"6232096",6245465489,7830150106,"UK","UK",1
"6232205",1213747000,1652013105,"UK","UK",1
"6233049",3990750333,5988790750,"UK","UK",1
"6233584",3069305557,6844529387,"UK","UK",1
"6235371",9633652045,4374215596,"UK","UK",1
"6236810",9356603721,1142779963,"UK","Morocco",1
"6236942",2877378467,5105683193,"UK","UK",1
"6237041",2408387366,7644931137,"UK","UK",1
"6237842",2360438838,511579720,"UK","UK",1
"6238050",6951022957,9431434784,"UK","UK",1
"6238871",8185097615,4306436131,"UK","UK",1
"6240175",1271386325,5612878594,"UK","UK",1
"6243102",5145438738,511579720,"UK","UK",1
"6246854",4792499106,8878987296,"UK","UK",1
"6247084",6901503920,9257052636,"UK","UK",1
"6247315",7483989453,2799960128,"UK","UK",1
"6247724",2751422620,511579720,"UK","UK",1
"6248101",2524984108,7557651734,"UK","UK",1
"6248450",3990750333,5988790750,"UK","UK",1
"6248892",5008453588,4377882567,"UK","UK",1
"6248926",3670140944,8648151672,"UK","UK",1
"6249311",5386996130,2206607836,"UK","Albania",1
"6249456",7909337196,6708292258,"UK","UK",1
"6253116",8185097615,4306436131,"UK","UK",1
"6253450",8036499149,8878987296,"UK","UK",1
"6254216",6901503920,9257052636,"UK","UK",1
"6255673",6262957818,4901812822,"UK","UK",1
"6255784",9907902810,9417334817,"UK","UK",1
"6256075",6951022957,4934495998,"UK","UK",1
"6256283",6245465489,7830150106,"UK","UK",1
"6259294",2690453355,6101090092,"UK","UK",1
"6260267",9710838491,93722998,"UK","Mexico",1
"6261665",5008453588,4377882567,"UK","UK",1
"6263236",8648151672,3242672627,"UK","UK",1
"6263583",60718926,6932943229,"UK","UK",1
"6264385",3827836542,5603212401,"UK","Morocco",1
"6265562",4587095640,461009194,"UK","UK",1
"6265564",1638792802,5105683193,"UK","UK",1
"6266476",3554554679,6844529387,"UK","UK",1
"6267954",9184901026,2041579562,"UK","UK",1
"6268249",8884629934,1652013105,"UK","UK",1
"6268899",887081262,1481813149,"UK","UK",1
"6269058",3257602589,5105683193,"UK","UK",1
"6269163",2091046669,3765744005,"UK","UK",1
"6269443",8772515835,4723035903,"UK","Italy",1
"6270599",1493546122,8732007401,"UK","UK",1
"6271300",2799960128,3960247187,"UK","Albania",1
"6271973",546049908,7802626721,"Switzerland","UK",1
"6272305",3271932481,8316997695,"UK","UK",1
"6273386",6951022957,8225064651,"UK","UK",1
"6274612",2524984108,5537400276,"UK","UK",1
"6274665",2113689023,5105683193,"UAE","UK",1
"6274978",4339922301,4374215596,"UK","UK",1
"6275855",3990750333,5988790750,"UK","UK",1
"6275892",4929013413,1142779963,"UK","Morocco",1
"6276941",6853817035,3136199735,"UK","UK",1
"6277683",887081262,1481813149,"UK","UK",1
"6278474",4589024484,5105683193,"UK","UK",1
"6282192",9907902810,9357897445,"UK","UK",1
"6282638",3063563975,6946601004,"UK","UK",1
"6283551",3025901993,3140946181,"UK","UK",1
"6285006",9266814294,9926135884,"UK","UAE",1
"6285245",5386996130,2155442691,"UK","Japan",1
"6285501",9544431251,3060419525,"UK","UAE",1
"6286149",2032269181,4129129092,"UK","UK",1
"6287529",3990750333,5988790750,"UK","UK",1
"6287623",763420406,7063484703,"UK","UK",1
"6287763",9580980506,4821757624,"UK","UK",1
"6289733",3827836542,5603212401,"UK","Morocco",1
"6290969",461009194,84643027,"UK","Albania",1
"6291427",9423040888,4254007818,"UK","UK",1
"6294018",8515286232,4296227411,"UK","Turkey",1
"6294249",719656576,6844529387,"Germany","UK",1
"6297536",887081262,1481813149,"UK","UK",1
"6298116",6901503920,9257052636,"UK","UK",1
"6301367",4278221263,5105683193,"UK","UK",1
"6301893",7988893532,2449114405,"Pakistan","UK",1
"6302940",6175661671,4723035903,"UK","Italy",1
"6303689",6262957818,4450891273,"UK","UK",1
"6304522",4235209501,2050928716,"UK","UK",1
"6304890",4927575431,1142779963,"UK","Morocco",1
"6305741",6402378728,2550008935,"UK","UK",1
"6305927",2711220154,5105683193,"UK","UK",1
"6306188",6402378728,6630710922,"UK","UK",1
"6306236",2510904223,7859972869,"UK","UK",1
"6306713",127297442,1652013105,"UK","UK",1
"6307143",5008453588,4377882567,"UK","UK",1
"6307505",6901503920,9257052636,"UK","UK",1
"6307661",3827836542,5603212401,"UK","Morocco",1
"6308170",4235209501,8255070333,"UK","UK",1
"6309227",9907902810,1455880045,"UK","UK",1
"6309805",9710838491,93722998,"UK","Mexico",1
"6310065",1723671468,7859972869,"UK","UK",1
"6310731",6262957818,4254007818,"UK","UK",1
"6310988",8665243891,3140946181,"UK","UK",1
"6311584",9477197803,6619905829,"UK","Pakistan",1
"6311604",7470884973,578955379,"UK","UK",1
"6312081",6775490745,2421186827,"UK","UK",1
"6312211",3990750333,5988790750,"UK","UK",1
"6313837",7270143826,194129147,"UK","Morocco",1
"6314243",577968720,4723035903,"UK","Italy",1
"6317376",3512303055,144228677,"UK","UK",1
"6319663",9544431251,2870776806,"UK","Albania",1
"6319723",7113150348,717880712,"UK","UK",1
"6319886",2032269181,9417334817,"UK","UK",1
"6319891",7328850216,1652013105,"UK","UK",1
"6320846",6905266321,5537400276,"UK","UK",1
"6323048",2032269181,1455880045,"UK","UK",1
"6324705",6708292258,4482459604,"UK","Pakistan",1
"6325116",9266814294,9926135884,"UK","UAE",1
"6325538",3990750333,5988790750,"UK","UK",1
"6327446",6775490745,3417150099,"UK","UK",1
"6328871",5691604388,4760786519,"UK","UK",1
"6329445",5386996130,6266843732,"UK","Japan",1
"6330044",9833835962,6844529387,"UK","UK",1
"6330516",2938626468,1142779963,"UK","Morocco",1
"6332831",2041579562,4049800964,"UK","Spain",1
"6333028",887081262,1481813149,"UK","UK",1
"6334177",5008453588,4377882567,"UK","UK",1
"6334246",9329114898,5105683193,"UK","UK",1
"6336454",9544431251,5548370114,"UK","Morocco",1
"6336731",9266814294,9926135884,"UK","UAE",1
"6337180",5215132205,194129147,"UK","Morocco",1
"6338432",7782724663,7859972869,"Germany","UK",1
"6338531",4159678387,270405806,"UK","UK",1
"6338859",4159678387,270405806,"UK","UK",1
"6339147",60718926,6932943229,"UK","UK",1
"6339242",4235209501,200074099,"UK","UK",1
"6339244",5939286319,8327388411,"UK","UK",1
"6339784",4319679358,4914066735,"UK","UK",1
"6343037",3731827327,4723035903,"UK","Italy",1
"6343673",70962274,9965419082,"UK","UK",1
"6344407",887081262,1481813149,"UK","UK",1
"6344509",2690453355,6101090092,"UK","UK",1
"6345266",9830840937,3136199735,"UK","UK",1
"6346330",6262957818,1709243040,"UK","UK",1
"6346637",4179563207,5030100545,"UK","UK",1
"6348145",6901503920,9257052636,"UK","UK",1
"6348944",3063563975,6158272176,"UK","UK",1
"6349303",5008453588,4377882567,"UK","UK",1
"6351251",6245465489,7830150106,"UK","UK",1
"6351252",8185097615,4306436131,"UK","UK",1
"6351858",2345699175,3140946181,"UK","UK",1
"6352495",6916860201,3879109841,"Austria","UK",1
"6353796",7264425014,6844529387,"UK","UK",1
"6354867",9544431251,9910943672,"UK","Morocco",1
"6354917",2091046669,3765744005,"UK","UK",1
"6355565",8134515972,5765408789,"UK","UK",1
"6357759",5898945669,1652013105,"Japan","UK",1
"6358004",4821757624,6427549942,"UK","Mexico",1
"6359914",827560041,8848140810,"UK","UK",1
"6361944",5008453588,4377882567,"UK","UK",1
"6364408",5386996130,8916362580,"UK","USA",1
"6366215",7988893532,7282954374,"Pakistan","UK",1
"6366688",2793462977,1142779963,"UK","Morocco",1
"6367517",8504890843,3136199735,"UK","UK",1
"6368025",4592762582,1130694712,"UK","UK",1
"6369467",4726964026,578955379,"UK","UK",1
"6369494",1795612173,8878987296,"UK","UK",1
"6369744",2060128523,6704895062,"UK","Austria",1
"6370006",9266814294,9926135884,"UK","UAE",1
"6370424",9266814294,9926135884,"UK","UAE",1
"6370807",3413614631,3790148325,"UK","UK",1
"6370834",9119236858,194129147,"UK","Morocco",1
"6371135",4159678387,270405806,"UK","UK",1
"6372201",1293195508,2060128523,"UK","UK",1
"6372525",5008453588,4377882567,"UK","UK",1
"6372690",3423393288,1652013105,"UK","UK",1
"6373807",6223365730,448440641,"UK","UK",1
"6374237",8185097615,4306436131,"UK","UK",1
"6375047",5386996130,8962800748,"UK","India",1
"6375858",9330449479,1407059664,"UK","UK",1
"6376381",5236593589,1130694712,"UK","UK",1
"6376721",3430718535,7951108994,"UK","UK",1
"6377651",2690453355,6101090092,"UK","UK",1
"6377746",4049800964,1238164517,"Spain","Albania",1
"6378090",1451481949,6891062860,"UK","UK",1
"6378485",698345140,8878987296,"UK","UK",1
"6379542",887081262,1481813149,"UK","UK",1
"6379970",2032269181,7833622858,"UK","Mexico",1
"6380087",6698390427,3546293157,"UK","UK",1
"6380926",2158264275,1142779963,"UK","Morocco",1
"6382946",1748492038,2421186827,"Turkey","UK",1
"6383830",6247598621,1142779963,"UAE","Morocco",1
"6384373",6245465489,7830150106,"UK","UK",1
"6384541",3394384190,6946601004,"UK","UK",1
"6385890",5939286319,8327388411,"UK","UK",1
"6386118",60718926,6932943229,"UK","UK",1
"6386552",5235287672,4723035903,"UK","Italy",1
"6386806",2091046669,3765744005,"UK","UK",1
"6386906",4350883569,6844529387,"UK","UK",1
"6386990",4726964026,6158272176,"UK","UK",1
"6387132",8225064651,1781009810,"UK","UK",1
"6387638",3655716805,6919638030,"UK","UK",1
"6387661",5481848901,6919638030,"UK","UK",1
"6388322",5008453588,4377882567,"UK","UK",1
"6388796",1046061251,3790148325,"UK","UK",1
"6389504",5636535502,3140946181,"India","UK",1
"6390304",2699729357,3366423085,"UK","Morocco",1
"6391828",1728736093,6789925766,"UK","UK",1
"6392927",6909809093,144228677,"Netherlands","UK",1
"6392980",686676613,6891942599,"UK","UK",1
"6392994",6618580517,2346864590,"UK","UK",1
"6393710",6901503920,9257052636,"UK","UK",1
"6393732",4914066735,3257677918,"UK","UK",1
"6395607",7325803237,6919638030,"UK","UK",1
"6396381",7350260408,4095917483,"UK","UK",1
"6396522",9710838491,93722998,"UK","Mexico",1
"6397161",5765408789,3419780959,"UK","Switzerland",1
"6397593",4159678387,270405806,"UK","UK",1
"6398171",6891062860,6576715642,"UK","UAE",1
"6399511",4159678387,270405806,"UK","UK",1
"6399534",6000289455,6844529387,"UK","UK",1
"6399594",7021982768,8070286154,"UK","UK",1
"6400417",8185097615,4306436131,"UK","UK",1
"6400996",9634559331,8020264563,"UK","UK",1
"6402214",887081262,1481813149,"UK","UK",1
"6403451",5939286319,8327388411,"UK","UK",1
"6403598",4715558883,3140946181,"UK","UK",1
"6404095",880458508,8878987296,"UK","UK",1
"6404476",2690453355,6101090092,"UK","UK",1
"6404807",9330449479,1407059664,"UK","UK",1
"6404863",2911021407,3790148325,"Nigeria","UK",1
"6404972",7459818147,1142779963,"UK","Morocco",1
"6405591",9965419082,4848126553,"UK","India",1
"6405886",5008453588,4377882567,"UK","UK",1
"6406100",7441725906,194129147,"UK","Morocco",1
"6407924",1255667383,7859972869,"UK","UK",1
"6408867",5030100545,2495815265,"UK","Japan",1
"6409339",3419780959,7244755012,"Switzerland","Pakistan",1
"6409452",6543072915,4364823709,"UK","UK",1
"6409520",3257677918,6678765357,"UK","UK",1
"6409591",4159678387,270405806,"UK","UK",1
"6409644",6245465489,7830150106,"UK","UK",1
"6409864",5008453588,4377882567,"UK","UK",1
"6409912",404152232,4760786519,"UK","UK",1
"6410118",9710838491,93722998,"UK","Mexico",1
"6413150",7233130419,6919638030,"Pakistan","UK",1
"6413557",2091046669,3765744005,"UK","UK",1
"6414734",8848140810,6822652216,"UK","UK",1
"6420330",5102301300,1909875660,"UK","UK",1
"6420409",9940449031,3140946181,"UK","UK",1
"6421035",5293714518,3366423085,"UK","Morocco",1
"6421086",2509800067,3546293157,"UK","UK",1
"6421788",2441013188,6844529387,"UK","UK",1
"6422247",9266814294,9926135884,"UK","UAE",1
"6422289",7350260408,4095917483,"UK","UK",1
"6422881",9266814294,9926135884,"UK","UAE",1
"6422919",3827836542,5603212401,"UK","Morocco",1
"6423938",9765020454,1665774528,"UK","UK",1
"6423955",9544431251,1831523137,"UK","Turkey",1
"6423980",8694835621,6891942599,"UK","UK",1
"6424670",887081262,1481813149,"UK","UK",1
"6426159",6311642689,1130694712,"UK","UK",1
"6426252",6427816025,3366423085,"UK","Morocco",1
"6428152",7350260408,4095917483,"UK","UK",1
"6430163",511950913,3790148325,"UK","UK",1
"6430315",9280416686,4723035903,"UK","Italy",1
"6433328",5517676170,9803000350,"UK","UK",1
"6434045",4159678387,270405806,"UK","UK",1
"6435069",60718926,6932943229,"UK","UK",1
"6435664",5939286319,8327388411,"UK","UK",1
"6435809",5446472051,7859972869,"UK","UK",1
"6436303",4305886758,7951108994,"UK","UK",1
"6436765",7244755012,4756995982,"Pakistan","USA",1
"6436926",9796774924,3546293157,"UK","UK",1
"6437004",4014118871,6891942599,"UK","UK",1
"6437392",5386996130,1282492543,"UK","Nigeria",1
"6437534",2346864590,5369168652,"UK","Austria",1
"6438370",5102301300,1909875660,"UK","UK",1
"6438856",2091046669,3765744005,"UK","UK",1
"6439406",3495659518,1665774528,"UK","UK",1
"6440813",1524958007,1130694712,"India","UK",1
"6442633",5386996130,7884962391,"UK","UK",1
"6442975",5386996130,2324067794,"UK","UK",1
"6443103",5537400276,5397257731,"UK","UK",1
"6443686",3790550887,1652013105,"UK","UK",1
"6443937",6678765357,636655714,"UK","UK",1
"6444011",9634559331,8020264563,"UK","UK",1
"6445074",4159678387,270405806,"UK","UK",1
"6446256",3136199735,9658367035,"UK","USA",1
"6446994",9022695025,3140946181,"UK","UK",1
"6449435",5909244939,194129147,"UK","Morocco",1
"6449994",2179980125,1142779963,"UK","Morocco",1
"6450561",8531172597,3546293157,"UK","UK",1
"6450993",6789925766,550599613,"UK","UK",1
"6451454",9330449479,1407059664,"UK","UK",1
"6451990",5386996130,7724369291,"UK","UK",1
"6452600",3136199735,4015520348,"UK","UK",1
"6453103",7831668953,6844529387,"Albania","UK",1
"6454568",2825530333,2056215656,"UK","UK",1
"6455504",5523291624,8878987296,"UK","UK",1
"6456579",9481741805,6844529387,"UK","UK",1
"6457144",5056849759,1130694712,"Nigeria","UK",1
"6457326",546049908,2449114405,"Switzerland","UK",1
"6457906",2852670469,194129147,"UK","Morocco",1
"6457939",5939286319,8327388411,"UK","UK",1
"6458371",1314645736,1069628847,"UK","UK",1
"6459079",9861718270,3790148325,"UK","UK",1
"6460026",9330449479,1407059664,"UK","UK",1
"6460276",4159678387,270405806,"UK","UK",1
"6461883",2721495165,6158272176,"UK","UK",1
"6462163",7470884973,6946601004,"UK","UK",1
"6462566",2825530333,7661246237,"UK","UK",1
"6463051",2690453355,6101090092,"UK","UK",1
"6464592",2662938174,3140946181,"UK","UK",1
"6464749",9634559331,8020264563,"UK","UK",1
"6464939",6562230880,3546293157,"Morocco","UK",1
"6465268",4756995982,3022060856,"USA","UK",1
"6465473",6543072915,4364823709,"UK","UK",1
"6466039",7350260408,4095917483,"UK","UK",1
"6467708",9624361621,4331748190,"UK","UK",1
"6468074",686676613,8384592966,"UK","UK",1
"6469569",5824647314,1930520597,"UK","Switzerland",1
"6469960",6094346971,7917024224,"UK","UK",1
"6470216",9624361621,4331748190,"UK","UK",1
"6470406",832725418,1142779963,"UK","Morocco",1
"6470982",1238164517,492779814,"Albania","UK",1
"6471881",6245465489,7830150106,"UK","UK",1
"6471981",4861847283,4723035903,"UK","Italy",1
"6472031",4060604088,1069628847,"UK","UK",1
"6472211",166267886,1665774528,"UK","UK",1
"6472577",2988914626,6919638030,"UK","UK",1
"6472998",407356702,7951108994,"UK","UK",1
"6473561",60718926,6932943229,"UK","UK",1
"6474752",979695870,3366423085,"UK","Morocco",1
"6475940",9863044925,32301745,"UK","UK",1
"6478279",2825530333,5487258934,"UK","UK",1
"6479576",5102301300,1909875660,"UK","UK",1
"6480708",7461451739,7859972869,"UK","UK",1
"6481285",546049908,3777956244,"Switzerland","UK",1
"6481455",636655714,1927249255,"UK","UK",1
"6481496",9861252930,9857416880,"UK","UK",1
"6481578",4159678387,270405806,"UK","UK",1
"6481971",1748492038,3417150099,"Turkey","UK",1
"6482364",5824647314,8790480189,"UK","India",1
"6482653",9544431251,4957147336,"UK","Mexico",1
"6484897",9624361621,4331748190,"UK","UK",1
"6485486",3394384190,578955379,"UK","UK",1
"6485701",8748036762,2050928716,"UK","UK",1
"6487651",7350260408,4095917483,"UK","UK",1
"6489336",6465028610,4969809991,"UK","UK",1
